"","latitude","longitude","site_arrive_date","site_arrive_time","site_depart_date","site_depart_time","site","observer_name","project_org","lifestage","count","notes","disposition","species"
"150",60.483352,-151.057714,2021-06-08,13:14:00,2021-06-09,12:10:00,"Lower Soldotna Creek","Jack Buban","KWF","juvenile",1,"NULL","ID'ed and Released","coho salmon"
"151",60.483352,-151.057714,2021-06-08,13:14:00,2021-06-09,12:10:00,"Lower Soldotna Creek","Jack Buban","KWF","juvenile",1,"NULL","ID'ed and Released","coho salmon"
"152",60.483352,-151.057714,2021-06-08,13:14:00,2021-06-09,12:10:00,"Lower Soldotna Creek","Jack Buban","KWF","juvenile",1,"NULL","ID'ed and Released","coho salmon"
"153",60.483352,-151.057714,2021-06-08,13:14:00,2021-06-09,12:10:00,"Lower Soldotna Creek","Jack Buban","KWF","juvenile",1,"BM, DA, Rachel Sensabaugh, Roger Sensabaugh","ID'ed and Released","coho salmon"
"154",60.483352,-151.057714,2021-06-08,13:14:00,2021-06-09,12:10:00,"Lower Soldotna Creek","Jack Buban","KWF","juvenile",1,"NULL","ID'ed and Released","coho salmon"
"155",60.483352,-151.057714,2021-06-08,13:14:00,2021-06-09,12:10:00,"Lower Soldotna Creek","Jack Buban","KWF","juvenile",1,"NULL","ID'ed and Released","coho salmon"
"156",60.483352,-151.057714,2021-06-08,13:14:00,2021-06-09,12:10:00,"Lower Soldotna Creek","Jack Buban","KWF","juvenile",1,"NULL","ID'ed and Released","coho salmon"
"157",60.483352,-151.057714,2021-06-08,13:14:00,2021-06-09,12:10:00,"Lower Soldotna Creek","Jack Buban","KWF","juvenile",1,"NULL","Measured and Released","rainbow trout"
"158",60.483352,-151.057714,2021-06-08,13:14:00,2021-06-09,12:10:00,"Lower Soldotna Creek","Jack Buban","KWF","juvenile",1,"NULL","ID'ed and Released","rainbow trout"
"159",60.483352,-151.057714,2021-06-08,13:14:00,2021-06-09,12:10:00,"Lower Soldotna Creek","Jack Buban","KWF","juvenile",1,"NULL","ID'ed and Released","rainbow trout"
"160",60.483352,-151.057714,2021-06-08,13:14:00,2021-06-09,12:10:00,"Lower Soldotna Creek","Jack Buban","KWF","juvenile",1,"NULL","ID'ed and Released","rainbow trout"
"161",60.483352,-151.057714,2021-06-08,13:14:00,2021-06-09,12:10:00,"Lower Soldotna Creek","Jack Buban","KWF","juvenile",1,"NULL","ID'ed and Released","rainbow trout"
"162",60.483352,-151.057714,2021-06-08,13:14:00,2021-06-09,12:10:00,"Lower Soldotna Creek","Jack Buban","KWF","juvenile",1,"NULL","ID'ed and Released","rainbow trout"
"163",60.483352,-151.057714,2021-06-08,13:14:00,2021-06-09,12:10:00,"Lower Soldotna Creek","Jack Buban","KWF","juvenile",1,"NULL","ID'ed and Released","rainbow trout"
"164",60.483352,-151.057714,2021-06-08,13:14:00,2021-06-09,12:10:00,"Lower Soldotna Creek","Jack Buban","KWF","juvenile",10,"NULL","ID'ed and Released","slimy sculpin"
"165",60.483352,-151.057714,2021-06-23,11:32:00,2021-06-23,15:00:00,"Lower Soldotna Creek","Jack Buban","KWF","juvenile",1,"NULL","ID'ed and Released","Chinook salmon"
"166",60.483352,-151.057714,2021-06-23,11:32:00,2021-06-23,15:00:00,"Lower Soldotna Creek","Jack Buban","KWF","juvenile",10,"NULL","ID'ed and Released","coho salmon"
"167",60.483352,-151.057714,2021-06-23,11:32:00,2021-06-23,15:00:00,"Lower Soldotna Creek","Jack Buban","KWF","juvenile",2,"NULL","ID'ed and Released","slimy sculpin"
"168",60.483352,-151.057714,2021-06-27,20:00:00,2021-06-28,11:00:00,"Lower Soldotna Creek","Megan Pike","KWF","juvenile",3,"NULL","ID'ed and Released","coho salmon"
"169",60.483352,-151.057714,2021-06-27,20:00:00,2021-06-28,11:00:00,"Lower Soldotna Creek","Megan Pike","KWF","juvenile",1,"NULL","ID'ed and Released","lamprey-unspecified"
"170",60.483352,-151.057714,2021-06-27,20:00:00,2021-06-28,11:00:00,"Lower Soldotna Creek","Megan Pike","KWF","juvenile",4,"NULL","ID'ed and Released","rainbow trout"
"171",60.483352,-151.057714,2021-06-27,20:00:00,2021-06-28,11:00:00,"Lower Soldotna Creek","Megan Pike","KWF","juvenile",1,"NULL","ID'ed and Released","stickleback-unspecified"
"172",60.483352,-151.057714,2021-07-06,15:14:00,2021-07-07,12:59:00,"Lower Soldotna Creek","Megan Pike","KWF","juvenile",2,"NULL","ID'ed and Released","Chinook salmon"
"173",60.483352,-151.057714,2021-07-06,15:14:00,2021-07-07,12:59:00,"Lower Soldotna Creek","Megan Pike","KWF","juvenile",15,"NULL","ID'ed and Released","coho salmon"
"174",60.483352,-151.057714,2021-07-06,15:14:00,2021-07-07,12:59:00,"Lower Soldotna Creek","Megan Pike","KWF","not recorded",2,"NULL","ID'ed and Released","lamprey-unspecified"
"175",60.483352,-151.057714,2021-07-06,15:14:00,2021-07-07,12:59:00,"Lower Soldotna Creek","Megan Pike","KWF","not recorded",4,"NULL","ID'ed and Released","rainbow trout"
"176",60.483352,-151.057714,2021-07-06,15:14:00,2021-07-07,12:59:00,"Lower Soldotna Creek","Megan Pike","KWF","juvenile",14,"NULL","ID'ed and Released","slimy sculpin"
"177",60.483352,-151.057714,2021-07-09,16:15:00,2021-07-10,12:00:00,"Lower Soldotna Creek","Galen Hecht","KWF","juvenile",17,"NULL","ID'ed and Released","coho salmon"
"178",60.483352,-151.057714,2021-07-09,16:15:00,2021-07-10,12:00:00,"Lower Soldotna Creek","Galen Hecht","KWF","juvenile",1,"NULL","ID'ed and Released","Dolly Varden"
"179",60.483352,-151.057714,2021-07-09,16:15:00,2021-07-10,12:00:00,"Lower Soldotna Creek","Galen Hecht","KWF","parr",3,"NULL","ID'ed and Released","rainbow trout"
"180",60.483352,-151.057714,2021-07-09,16:15:00,2021-07-10,12:00:00,"Lower Soldotna Creek","Galen Hecht","KWF","not recorded",9,"NULL","ID'ed and Released","slimy sculpin"
"181",60.483352,-151.057714,2021-07-12,12:54:00,2021-07-13,12:54:00,"Lower Soldotna Creek","Megan Pike","KWF","juvenile",1,"NULL","Measured and Released","coho salmon"
"182",60.483352,-151.057714,2021-07-12,12:54:00,2021-07-13,12:54:00,"Lower Soldotna Creek","Megan Pike","KWF","juvenile",1,"NULL","ID'ed and Released","coho salmon"
"183",60.483352,-151.057714,2021-07-12,12:54:00,2021-07-13,12:54:00,"Lower Soldotna Creek","Megan Pike","KWF","juvenile",1,"NULL","Measured and Released","rainbow trout"
"184",60.483352,-151.057714,2021-07-12,12:54:00,2021-07-13,12:54:00,"Lower Soldotna Creek","Megan Pike","KWF","not recorded",1,"NULL","Measured and Released","slimy sculpin"
"185",60.483352,-151.057714,2021-07-22,08:30:00,2021-07-22,15:30:00,"Lower Soldotna Creek","Galen Hecht","KWF","juvenile",9,"NULL","ID'ed and Released","coho salmon"
"186",60.483352,-151.057714,2021-07-22,08:30:00,2021-07-22,15:30:00,"Lower Soldotna Creek","Galen Hecht","KWF","parr",1,"NULL","ID'ed and Released","rainbow trout"
"187",60.483352,-151.057714,2021-07-22,08:30:00,2021-07-22,15:30:00,"Lower Soldotna Creek","Galen Hecht","KWF","not recorded",3,"NULL","ID'ed and Released","slimy sculpin"
"188",60.483352,-151.057714,2021-07-22,08:30:00,2021-07-22,15:30:00,"Lower Soldotna Creek","Galen Hecht","KWF","parr",1,"NULL","ID'ed and Released","sockeye salmon"
"189",60.690472,-151.38359,2021-07-30,11:51:00,2021-07-30,14:25:00,"Bernice Culvert","Benjamin Meyer","KWF","not recorded",51,"NULL","ID'ed and Released","stickleback-unspecified"
"190",60.639425,-151.317488,2021-07-30,10:45:00,2021-07-30,14:55:00,"Salamatof Creek","Benjamin Meyer","KWF","not recorded",445,"NULL","ID'ed and Released","stickleback-unspecified"
"191",60.751657,-151.194125,2021-07-30,12:35:00,2021-07-30,13:55:00,"Suneva Lake","Benjamin Meyer","KWF","not recorded",8,"NULL","ID'ed and Released","threespine stickleback"
"192",60.751657,-151.194125,2021-07-30,12:35:00,2021-07-30,13:55:00,"Suneva Lake","Benjamin Meyer","KWF","not recorded",43,"caught most of fish near culvert","ID'ed and Released","threespine stickleback"
"193",60.772427,-151.086562,2021-08-09,12:13:00,2021-08-09,14:30:00,"Unknown Nikiski Lake 1","Benjamin Meyer","KWF","not recorded",2,"NULL","ID'ed and Released","ninespine stickleback"
"194",60.76791,-151.072017,2021-08-09,13:00:00,2021-08-09,14:00:00,"Unknown Nikiski Lake 2","Benjamin Meyer","KWF","not recorded",7,"NULL","ID'ed and Released","stickleback-unspecified"
"195",60.76791,-151.072017,2021-08-09,13:00:00,2021-08-09,14:00:00,"Unknown Nikiski Lake 2","Benjamin Meyer","KWF","not recorded",8,"NULL","ID'ed and Released","threespine stickleback"
"196",60.727634,-151.143755,2021-08-12,12:25:00,2021-08-12,13:45:00,"West Beck Lake 2","Benjamin Meyer","KWF","not recorded",2,"NULL","ID'ed and Released","threespine stickleback"
"197",60.560075,-151.12611,2021-08-22,21:30:00,2021-08-23,13:15:00,"Lower Beaver Creek","Benjamin Meyer","KWF","juvenile",1,"NULL","Measured and Released","coho salmon"
"198",60.560075,-151.12611,2021-08-22,21:30:00,2021-08-23,13:15:00,"Lower Beaver Creek","Benjamin Meyer","KWF","juvenile",1,"NULL","Measured and Released","coho salmon"
"199",60.560075,-151.12611,2021-08-22,21:30:00,2021-08-23,13:15:00,"Lower Beaver Creek","Benjamin Meyer","KWF","juvenile",14,"NULL","ID'ed and Released","coho salmon"
"200",60.560075,-151.12611,2021-08-22,21:30:00,2021-08-23,13:15:00,"Lower Beaver Creek","Benjamin Meyer","KWF","juvenile",1,"NULL","ID'ed and Released","rainbow trout"
"201",60.560075,-151.12611,2021-08-22,21:30:00,2021-08-23,13:15:00,"Lower Beaver Creek","Benjamin Meyer","KWF","not recorded",2,"NULL","ID'ed and Released","slimy sculpin"
"202",60.80209,-150.995557,2021-08-31,10:30:00,2021-08-31,14:20:00,"North Nikiski Lake 1.1","Benjamin Meyer","TU","juvenile",1,"NULL","Measured and Released","coho salmon"
"203",60.80209,-150.995557,2021-08-31,10:30:00,2021-08-31,14:20:00,"North Nikiski Lake 1.1","Benjamin Meyer","TU","juvenile",1,"NULL","ID'ed and Released","coho salmon"
"204",60.80209,-150.995557,2021-08-31,10:30:00,2021-08-31,14:20:00,"North Nikiski Lake 1.1","Benjamin Meyer","TU","juvenile",1,"NULL","Measured and Released","rainbow trout"
"205",60.80209,-150.995557,2021-08-31,10:30:00,2021-08-31,14:20:00,"North Nikiski Lake 1.1","Benjamin Meyer","TU","not recorded",9,"NULL","ID'ed and Released","slimy sculpin"
"206",60.797528,-150.985968,2021-08-31,11:31:00,2021-08-31,13:30:00,"North Nikiski Lake 1.2","Benjamin Meyer","TU","juvenile",1,"NULL","Measured and Released","coho salmon"
"207",60.797528,-150.985968,2021-08-31,11:31:00,2021-08-31,13:30:00,"North Nikiski Lake 1.2","Benjamin Meyer","TU","juvenile",1,"NULL","Measured and Released","coho salmon"
"208",60.797528,-150.985968,2021-08-31,11:31:00,2021-08-31,13:30:00,"North Nikiski Lake 1.2","Benjamin Meyer","TU","not recorded",9,"NULL","ID'ed and Released","slimy sculpin"
"209",60.797528,-150.985968,2021-08-31,11:31:00,2021-08-31,13:30:00,"North Nikiski Lake 1.2","Benjamin Meyer","TU","not recorded",49,"NULL","ID'ed and Released","threespine stickleback"
"210",60.794255,-150.987442,2021-08-31,11:57:00,2021-08-31,12:50:00,"North Nikiski Lake 2","Benjamin Meyer","TU","not recorded",2,"NULL","ID'ed and Released","slimy sculpin"
"211",60.794255,-150.987442,2021-08-31,11:57:00,2021-08-31,12:50:00,"North Nikiski Lake 2","Benjamin Meyer","TU","not recorded",8,"NULL","ID'ed and Released","stickleback-unspecified"
"212",60.751657,-151.194125,2021-08-31,10:00:00,2021-08-31,14:00:00,"Suneva Lake","Brandon Drzazgowski","TU","juvenile",10,"NULL","Measured and Released","stickleback-unspecified"
"213",60.45573,-150.28566,2021-09-04,10:15:00,2021-09-04,12:20:00,"Upper Ohmer Lake","Benjamin Meyer","TU","adult",1,"fork length 9""","Measured and Released","Dolly Varden"
"214",60.45573,-150.28566,2021-09-04,10:15:00,2021-09-04,12:20:00,"Upper Ohmer Lake","Benjamin Meyer","TU","adult",1,"fork length 9""","Measured and Released","Dolly Varden"
"215",60.45573,-150.28566,2021-09-04,10:15:00,2021-09-04,12:20:00,"Upper Ohmer Lake","Benjamin Meyer","TU","adult",1,"escaped before photo. fork length 10""","Measured and Released","rainbow trout"
"216",60.45573,-150.28566,2021-09-04,10:15:00,2021-09-04,12:20:00,"Upper Ohmer Lake","Benjamin Meyer","TU","adult",1,"fork length 10""","Measured and Released","rainbow trout"
"217",60.45573,-150.28566,2021-09-04,10:15:00,2021-09-04,12:20:00,"Upper Ohmer Lake","Benjamin Meyer","TU","adult",1,"escaped before photo. fork length 10""","Measured and Released","rainbow trout"
"218",60.45573,-150.28566,2021-09-04,10:15:00,2021-09-04,12:20:00,"Upper Ohmer Lake","Benjamin Meyer","TU","adult",1,"fork length 16""","Measured and Released","rainbow trout"
"219",60.980488,-150.413682,2021-09-16,13:50:00,2021-09-16,15:15:00,"Bird Lake","Jack Buban","KWF","adult",1,"NULL","ID'ed and Released","rainbow trout"
"220",60.980488,-150.413682,2021-09-16,13:50:00,2021-09-16,15:15:00,"Bird Lake","Jack Buban","KWF","adult",1,"NULL","ID'ed and Released","rainbow trout"
"221",60.980488,-150.413682,2021-09-16,13:50:00,2021-09-16,15:15:00,"Bird Lake","Jack Buban","KWF","not recorded",3,"NULL","ID'ed and Released","stickleback-unspecified"
"222",60.483352,-151.057714,2022-06-20,15:00:00,2022-06-21,14:15:00,"Lower Soldotna Creek","Megan Pike","KWF","parr",9,"no photos","ID'ed and Released","coho salmon"
"223",60.483352,-151.057714,2022-06-20,15:00:00,2022-06-21,14:15:00,"Lower Soldotna Creek","Megan Pike","KWF",NA,6,"no photos","ID'ed and Released","sculpin-unspecified"
"224",60.483352,-151.057714,2022-06-20,15:00:00,2022-06-21,14:15:00,"Lower Soldotna Creek","Megan Pike","KWF","parr",1,"no photos","ID'ed and Released","sockeye salmon"
"225",60.57007,-151.1465,2022-07-08,11:00:00,2022-07-09,12:45:00,"Beaver Creek Trib 1.1","Benjamin Meyer","KWF","parr",2,"Trap B","ID'ed and Released","coho salmon"
"226",60.57007,-151.1465,2022-07-08,11:00:00,2022-07-09,12:45:00,"Beaver Creek Trib 1.1","Benjamin Meyer","KWF","parr",1,"Trap C","ID'ed and Released","coho salmon"
"227",60.57007,-151.1465,2022-07-08,11:00:00,2022-07-09,12:45:00,"Beaver Creek Trib 1.1","Benjamin Meyer","KWF","parr",4,"Trap D","ID'ed and Released","coho salmon"
"228",60.57007,-151.1465,2022-07-08,11:00:00,2022-07-09,12:45:00,"Beaver Creek Trib 1.1","Benjamin Meyer","KWF","parr",2,"Trap E","ID'ed and Released","coho salmon"
"229",60.57007,-151.1465,2022-07-08,11:00:00,2022-07-09,12:45:00,"Beaver Creek Trib 1.1","Benjamin Meyer","KWF","parr",1,"Trap E, no photo","ID'ed and Released","coho salmon"
"230",60.57007,-151.1465,2022-07-08,11:00:00,2022-07-09,12:45:00,"Beaver Creek Trib 1.1","Benjamin Meyer","KWF","parr",1,"Trap F","ID'ed and Released","coho salmon"
"231",60.57007,-151.1465,2022-07-08,11:00:00,2022-07-09,12:45:00,"Beaver Creek Trib 1.1","Benjamin Meyer","KWF",NA,9,"Trap A, no photo","ID'ed and Released","ninespine stickleback"
"232",60.57007,-151.1465,2022-07-08,11:00:00,2022-07-09,12:45:00,"Beaver Creek Trib 1.1","Benjamin Meyer","KWF",NA,2,"Trap B, no photo","ID'ed and Released","ninespine stickleback"
"233",60.57007,-151.1465,2022-07-08,11:00:00,2022-07-09,12:45:00,"Beaver Creek Trib 1.1","Benjamin Meyer","KWF",NA,2,"Trap C, no photo","ID'ed and Released","ninespine stickleback"
"234",60.57007,-151.1465,2022-07-08,11:00:00,2022-07-09,12:45:00,"Beaver Creek Trib 1.1","Benjamin Meyer","KWF",NA,4,"Trap F","ID'ed and Released","ninespine stickleback"
"235",60.483352,-151.057714,2022-07-11,15:00:00,2022-07-12,14:15:00,"Lower Soldotna Creek","Megan Pike","KWF",NA,3,"no photos","ID'ed and Released","Dolly Varden"
"236",60.483352,-151.057714,2022-07-11,15:00:00,2022-07-12,14:15:00,"Lower Soldotna Creek","Megan Pike","KWF",NA,6,"no photos","ID'ed and Released","rainbow trout"
"237",60.483352,-151.057714,2022-07-11,15:00:00,2022-07-12,14:15:00,"Lower Soldotna Creek","Megan Pike","KWF",NA,2,"no photos","ID'ed and Released","stickleback-unspecified"
"238",60.57484,-151.15033,2022-07-18,16:00:00,2022-07-18,17:00:00,"Beaver Creek Trib 1.2","Burke Haywood","KWF","parr",1,"Trap B","ID'ed and Released","coho salmon"
"239",60.57484,-151.15033,2022-07-18,16:00:00,2022-07-18,17:00:00,"Beaver Creek Trib 1.2","Burke Haywood","KWF","parr",2,"Trap C","ID'ed and Released","coho salmon"
"240",60.57484,-151.15033,2022-07-18,16:00:00,2022-07-18,17:00:00,"Beaver Creek Trib 1.2","Burke Haywood","KWF",NA,1,"Trap B, no photo","ID'ed and Released","ninespine stickleback"
"241",60.3333,-151.27026,2022-07-19,11:23:00,2022-07-20,11:00:00,"Kasilof Trib 1.1","Burke Haywood","KWF",NA,2,"Trap C, no photo","ID'ed and Released","threespine stickleback"
"242",60.3333,-151.27026,2022-07-19,11:23:00,2022-07-20,11:00:00,"Kasilof Trib 1.1","Burke Haywood","KWF",NA,1,"Trap D, no photo","ID'ed and Released","threespine stickleback"
"243",60.38256,-151.14365,2022-07-21,14:36:00,2022-07-21,15:31:00,"Coal Creek Trib 1","Benjamin Meyer","KWF","parr",1,"Trap C","ID'ed and Released","coho salmon"
"244",60.38256,-151.14365,2022-07-21,14:36:00,2022-07-21,15:31:00,"Coal Creek Trib 1","Benjamin Meyer","KWF","parr",1,"Trap C","ID'ed and Released","coho salmon"
"245",60.38256,-151.14365,2022-07-21,14:36:00,2022-07-21,15:31:00,"Coal Creek Trib 1","Benjamin Meyer","KWF","parr",1,"Trap B","ID'ed and Released","coho salmon"
"246",60.38256,-151.14365,2022-07-21,14:36:00,2022-07-21,15:31:00,"Coal Creek Trib 1","Benjamin Meyer","KWF","parr",1,"Trap B","ID'ed and Released","coho salmon"
"247",60.38256,-151.14365,2022-07-21,14:36:00,2022-07-21,15:31:00,"Coal Creek Trib 1","Benjamin Meyer","KWF","parr",1,"Trap B","ID'ed and Released","coho salmon"
"248",60.38256,-151.14365,2022-07-21,14:36:00,2022-07-21,15:31:00,"Coal Creek Trib 1","Benjamin Meyer","KWF","parr",1,"Trap B","ID'ed and Released","coho salmon"
"249",60.38256,-151.14365,2022-07-21,14:36:00,2022-07-21,15:31:00,"Coal Creek Trib 1","Benjamin Meyer","KWF","parr",1,"Trap B","ID'ed and Released","coho salmon"
"250",60.38256,-151.14365,2022-07-21,14:36:00,2022-07-21,15:31:00,"Coal Creek Trib 1","Benjamin Meyer","KWF","parr",1,"Trap B","ID'ed and Released","coho salmon"
"251",60.38256,-151.14365,2022-07-21,14:36:00,2022-07-21,15:31:00,"Coal Creek Trib 1","Benjamin Meyer","KWF","parr",1,"Trap A","ID'ed and Released","coho salmon"
"252",60.38256,-151.14365,2022-07-21,14:36:00,2022-07-21,15:31:00,"Coal Creek Trib 1","Benjamin Meyer","KWF","parr",1,"Trap E","ID'ed and Released","coho salmon"
"253",60.38256,-151.14365,2022-07-21,14:36:00,2022-07-21,15:31:00,"Coal Creek Trib 1","Benjamin Meyer","KWF","parr",1,"Trap E","ID'ed and Released","coho salmon"
"254",60.459783,-151.000665,2022-07-22,16:00:00,2022-07-23,19:30:00,"Funny River Rd Trib 1.1","Benjamin Meyer","TU","parr",1,"NULL","ID'ed and Released","coho salmon"
"255",60.459783,-151.000665,2022-07-22,16:00:00,2022-07-23,19:30:00,"Funny River Rd Trib 1.1","Benjamin Meyer","TU","parr",1,"NULL","ID'ed and Released","coho salmon"
"256",60.459783,-151.000665,2022-07-22,16:00:00,2022-07-23,19:30:00,"Funny River Rd Trib 1.1","Benjamin Meyer","TU","juvenile",1,"NULL","ID'ed and Released","Dolly Varden"
"257",60.459783,-151.000665,2022-07-22,16:00:00,2022-07-23,19:30:00,"Funny River Rd Trib 1.1","Benjamin Meyer","TU","juvenile",1,"NULL","ID'ed and Released","Dolly Varden"
"258",60.459783,-151.000665,2022-07-22,16:00:00,2022-07-23,19:30:00,"Funny River Rd Trib 1.1","Benjamin Meyer","TU","juvenile",1,"NULL","ID'ed and Released","Dolly Varden"
"259",60.459783,-151.000665,2022-07-22,16:00:00,2022-07-23,19:30:00,"Funny River Rd Trib 1.1","Benjamin Meyer","TU","juvenile",1,"NULL","ID'ed and Released","Dolly Varden"
"260",60.459783,-151.000665,2022-07-22,16:00:00,2022-07-23,19:30:00,"Funny River Rd Trib 1.1","Benjamin Meyer","TU","juvenile",1,"no photo","ID'ed and Released","Dolly Varden"
"261",60.31038,-151.28288,2022-07-27,12:47:00,2022-07-27,13:25:00,"Crooked Creek Trib 1.2","Burke Haywood","KWF","parr",1,"NULL","ID'ed and Released","Chinook salmon"
"262",60.31038,-151.28288,2022-07-27,12:47:00,2022-07-27,13:25:00,"Crooked Creek Trib 1.2","Burke Haywood","KWF","parr",1,"NULL","ID'ed and Released","coho salmon"
"263",60.31038,-151.28288,2022-07-27,12:47:00,2022-07-27,13:25:00,"Crooked Creek Trib 1.2","Burke Haywood","KWF","parr",1,"NULL","ID'ed and Released","coho salmon"
"264",60.323,-151.29253,2022-07-27,11:00:00,2022-07-27,15:33:00,"Kasilof Trib 2","Burke Haywood","KWF","parr",1,"NULL","ID'ed and Released","coho salmon"
"265",60.323,-151.29253,2022-07-27,11:00:00,2022-07-27,15:33:00,"Kasilof Trib 2","Burke Haywood","KWF","parr",1,"NULL","ID'ed and Released","coho salmon"
"266",60.323,-151.29253,2022-07-27,11:00:00,2022-07-27,15:33:00,"Kasilof Trib 2","Burke Haywood","KWF","parr",1,"NULL","ID'ed and Released","coho salmon"
"267",60.323,-151.29253,2022-07-27,11:00:00,2022-07-27,15:33:00,"Kasilof Trib 2","Burke Haywood","KWF","parr",1,"NULL","ID'ed and Released","coho salmon"
"268",60.38256,-151.14365,2022-07-30,11:20:00,2022-07-30,12:30:00,"Coal Creek Trib 1","Benjamin Meyer","TU","parr",1,"NULL","ID'ed and Released","coho salmon"
"269",60.38256,-151.14365,2022-07-30,11:20:00,2022-07-30,12:30:00,"Coal Creek Trib 1","Benjamin Meyer","TU","parr",1,"NULL","ID'ed and Released","coho salmon"
"270",60.38256,-151.14365,2022-07-30,11:20:00,2022-07-30,12:30:00,"Coal Creek Trib 1","Benjamin Meyer","TU","parr",1,"NULL","ID'ed and Released","coho salmon"
"271",60.38256,-151.14365,2022-07-30,11:20:00,2022-07-30,12:30:00,"Coal Creek Trib 1","Benjamin Meyer","TU","parr",1,"NULL","ID'ed and Released","coho salmon"
"272",60.38256,-151.14365,2022-07-30,11:20:00,2022-07-30,12:30:00,"Coal Creek Trib 1","Benjamin Meyer","TU","parr",1,"NULL","ID'ed and Released","coho salmon"
"273",60.38256,-151.14365,2022-07-30,11:20:00,2022-07-30,12:30:00,"Coal Creek Trib 1","Benjamin Meyer","TU","parr",1,"NULL","ID'ed and Released","coho salmon"
"274",60.38256,-151.14365,2022-07-30,11:20:00,2022-07-30,12:30:00,"Coal Creek Trib 1","Benjamin Meyer","TU",NA,2,"no photos","ID'ed and Released","sculpin-unspecified"
"275",60.38256,-151.14365,2022-07-30,11:20:00,2022-07-30,12:30:00,"Coal Creek Trib 1","Benjamin Meyer","TU",NA,3,"no photos","ID'ed and Released","stickleback-unspecified"
"276",60.56372,-150.70284,2022-08-08,11:30:00,2022-08-08,12:30:00,"Moose River Trib 1","Burke Haywood","KWF","parr",1,"NULL","ID'ed and Released","coho salmon"
"277",60.56372,-150.70284,2022-08-08,11:30:00,2022-08-08,12:30:00,"Moose River Trib 1","Burke Haywood","KWF","parr",1,"NULL","ID'ed and Released","coho salmon"
"278",60.56372,-150.70284,2022-08-08,11:30:00,2022-08-08,12:30:00,"Moose River Trib 1","Burke Haywood","KWF","parr",1,"NULL","ID'ed and Released","coho salmon"
"279",60.56372,-150.70284,2022-08-08,11:30:00,2022-08-08,12:30:00,"Moose River Trib 1","Burke Haywood","KWF","parr",1,"NULL","ID'ed and Released","coho salmon"
"280",60.56372,-150.70284,2022-08-08,11:30:00,2022-08-08,12:30:00,"Moose River Trib 1","Burke Haywood","KWF","parr",1,"NULL","ID'ed and Released","coho salmon"
"281",60.56372,-150.70284,2022-08-08,11:30:00,2022-08-08,12:30:00,"Moose River Trib 1","Burke Haywood","KWF","parr",1,"no photos","ID'ed and Released","coho salmon"
"282",60.56372,-150.70284,2022-08-08,11:30:00,2022-08-08,12:30:00,"Moose River Trib 1","Burke Haywood","KWF","parr",1,"no photos","ID'ed and Released","coho salmon"
"283",60.56372,-150.70284,2022-08-08,11:30:00,2022-08-08,12:30:00,"Moose River Trib 1","Burke Haywood","KWF","parr",1,"NULL","ID'ed and Released","Dolly Varden"
"284",60.56126,-150.69427,2022-08-10,11:35:00,2022-08-10,13:45:00,"Moose River Trib 1.2","Burke Haywood","KWF","parr",1,"NULL","ID'ed and Released","coho salmon"
"285",60.56126,-150.69427,2022-08-10,11:35:00,2022-08-10,13:45:00,"Moose River Trib 1.2","Burke Haywood","KWF","parr",1,"NULL","ID'ed and Released","coho salmon"
"286",60.56126,-150.69427,2022-08-10,11:35:00,2022-08-10,13:45:00,"Moose River Trib 1.2","Burke Haywood","KWF","parr",1,"NULL","ID'ed and Released","coho salmon"
"287",60.56126,-150.69427,2022-08-10,11:35:00,2022-08-10,13:45:00,"Moose River Trib 1.2","Burke Haywood","KWF","parr",1,"NULL","ID'ed and Released","coho salmon"
"288",60.56126,-150.69427,2022-08-10,11:35:00,2022-08-10,13:45:00,"Moose River Trib 1.2","Burke Haywood","KWF","parr",1,"NULL","ID'ed and Released","coho salmon"
"289",60.56126,-150.69427,2022-08-10,11:35:00,2022-08-10,13:45:00,"Moose River Trib 1.2","Burke Haywood","KWF","juvenile",1,"NULL","ID'ed and Released","Dolly Varden"
"290",60.56302,-150.69737,2022-08-10,12:06:00,2022-08-10,13:10:00,"Moose River Trib 1.3","Burke Haywood","KWF","parr",1,"NULL","ID'ed and Released","coho salmon"
"291",60.56302,-150.69737,2022-08-10,12:06:00,2022-08-10,13:10:00,"Moose River Trib 1.3","Burke Haywood","KWF","parr",1,"NULL","ID'ed and Released","coho salmon"
"292",60.56302,-150.69737,2022-08-10,12:06:00,2022-08-10,13:10:00,"Moose River Trib 1.3","Burke Haywood","KWF","parr",1,"NULL","ID'ed and Released","coho salmon"
"293",60.56302,-150.69737,2022-08-10,12:06:00,2022-08-10,13:10:00,"Moose River Trib 1.3","Burke Haywood","KWF","parr",1,"NULL","ID'ed and Released","coho salmon"
"294",60.56302,-150.69737,2022-08-10,12:06:00,2022-08-10,13:10:00,"Moose River Trib 1.3","Burke Haywood","KWF","parr",1,"no photos","ID'ed and Released","coho salmon"
"295",60.56302,-150.69737,2022-08-10,12:06:00,2022-08-10,13:10:00,"Moose River Trib 1.3","Burke Haywood","KWF","parr",1,"no photos","ID'ed and Released","coho salmon"
"296",60.56302,-150.69737,2022-08-10,12:06:00,2022-08-10,13:10:00,"Moose River Trib 1.3","Burke Haywood","KWF","juvenile",1,"NULL","ID'ed and Released","Dolly Varden"
