Location ID (optional),Latitude (decimal degrees),Longitude (decimal degrees),Datum,Coordinate determination method,Name of water body,Date,Observer name (the first and last name of the person handling fish),Fish collection method,Species,Life stage,Length (mm) (NO estimates or ranges),Length method,Weight (g),Sex,Age,Age method (sample type),ADF&G GCL,Additional count (1),Disposition (1),Additional count (2),Disposition (2),Anesthesia/ Sedative Used (Leave blank if none used),Comments
Forestner Culvert - Downstream,60.523868,-150.806821,,,Forestner Culvert - Downstream,2023-09-08,Benjamin Meyer,Minnow Trap,Dolly Varden,juvenile,NA,NA,NA,,,,,0,ID'ed and Released,,,,
Forestner Culvert - Downstream,60.523868,-150.806821,,,Forestner Culvert - Downstream,2023-09-08,Benjamin Meyer,Minnow Trap,coho salmon,parr,NA,NA,NA,,,,,0,ID'ed and Released,,,,2 photos
Forestner Culvert - Downstream,60.523868,-150.806821,,,Forestner Culvert - Downstream,2023-09-08,Benjamin Meyer,Minnow Trap,coho salmon,parr,NA,NA,NA,,,,,1,ID'ed and Released,,,,2 photos; 2 fish
Moose River Trib 3.1 - Downstream,60.549277,-150.75262,,,Moose River Trib 3.1 - Downstream,2023-09-09,Benjamin Meyer,Minnow Trap,coho salmon,parr,NA,NA,NA,,,,,0,ID'ed and Released,,,,caught downstream on 9/9/2023
West Mackey Lake 2,60.523712,-151.006649,,,West Mackey Lake 2,2023-09-15,Benjamin Meyer,Minnow Trap,stickleback-unspecified,NA,NA,NA,NA,,,,,19,ID'ed and Released,,,,est. count; one photo
West Mackey Lake 2,60.523712,-151.006649,,,West Mackey Lake 2,2023-09-15,Benjamin Meyer,Minnow Trap,stickleback-unspecified,NA,NA,NA,NA,,,,,14,ID'ed and Released,,,,est. count; two photos
West Mackey Lake 2,60.523712,-151.006649,,,West Mackey Lake 2,2023-09-15,Benjamin Meyer,Minnow Trap,coho salmon,parr,NA,NA,NA,,,,,0,ID'ed and Released,,,,est. 2 years old
West Mackey Lake 2,60.523712,-151.006649,,,West Mackey Lake 2,2023-09-15,Benjamin Meyer,Minnow Trap,stickleback-unspecified,NA,NA,NA,NA,,,,,19,ID'ed and Released,,,,
West Mackey Lake 2,60.523712,-151.006649,,,West Mackey Lake 2,2023-09-15,Benjamin Meyer,Minnow Trap,coho salmon,parr,NA,NA,NA,,,,,0,ID'ed and Released,,,,est. 1 year old; two photos
West Mackey Lake 2,60.523712,-151.006649,,,West Mackey Lake 2,2023-09-15,Benjamin Meyer,Minnow Trap,stickleback-unspecified,NA,NA,NA,NA,,,,,1,ID'ed and Released,,,,unspecified
West Mackey Lake 2,60.523712,-151.006649,,,West Mackey Lake 2,2023-09-15,Benjamin Meyer,Minnow Trap,stickleback-unspecified,NA,NA,NA,NA,,,,,0,ID'ed and Released,,,,unspecified
West Mackey Lake 2,60.523712,-151.006649,,,West Mackey Lake 2,2023-09-15,Benjamin Meyer,Minnow Trap,stickleback-unspecified,NA,NA,NA,NA,,,,,29,ID'ed and Released,,,,unspecified
West Mackey Lake 2,60.523712,-151.006649,,,West Mackey Lake 2,2023-09-15,Benjamin Meyer,Minnow Trap,coho salmon,parr,NA,NA,NA,,,,,0,ID'ed and Released,,,,two photos
West Mackey Lake 2,60.523712,-151.006649,,,West Mackey Lake 2,2023-09-15,Benjamin Meyer,Minnow Trap,stickleback-unspecified,NA,NA,NA,NA,,,,,14,ID'ed and Released,,,,est. count; unspecified
South Mackey Pond,60.522313,-151.007562,,,South Mackey Pond,2023-09-14,Benjamin Meyer,Minnow Trap,stickleback-unspecified,NA,NA,NA,NA,,,,,2,ID'ed and Released,,,,From Event 1
South Mackey Pond,60.522313,-151.007562,,,South Mackey Pond,2023-09-15,Benjamin Meyer,Minnow Trap,stickleback-unspecified,NA,NA,NA,NA,,,,,14,ID'ed and Released,,,,est. count; unspecified
South Mackey Pond,60.522313,-151.007562,,,South Mackey Pond,2023-09-15,Benjamin Meyer,Minnow Trap,stickleback-unspecified,NA,NA,NA,NA,,,,,0,ID'ed and Released,,,,unspecified
South Mackey Pond,60.522313,-151.007562,,,South Mackey Pond,2023-09-15,Benjamin Meyer,Minnow Trap,stickleback-unspecified,NA,NA,NA,NA,,,,,29,ID'ed and Released,,,,est. count; unspecified
South Mackey Pond,60.522313,-151.007562,,,South Mackey Pond,2023-09-15,Benjamin Meyer,Minnow Trap,stickleback-unspecified,NA,NA,NA,NA,,,,,3,ID'ed and Released,,,,unspecified
South Mackey Pond,60.522313,-151.007562,,,South Mackey Pond,2023-09-15,Benjamin Meyer,Minnow Trap,stickleback-unspecified,NA,NA,NA,NA,,,,,9,ID'ed and Released,,,,est. count; unspecified
South Mackey Pond,60.522313,-151.007562,,,South Mackey Pond,2023-09-15,Benjamin Meyer,Minnow Trap,stickleback-unspecified,NA,NA,NA,NA,,,,,29,ID'ed and Released,,,,est. count; unspecified
South Mackey Pond,60.522313,-151.007562,,,South Mackey Pond,2023-09-15,Benjamin Meyer,Minnow Trap,stickleback-unspecified,NA,NA,NA,NA,,,,,24,ID'ed and Released,,,,est. count; unspecified
South Mackey Pond,60.522313,-151.007562,,,South Mackey Pond,2023-09-15,Benjamin Meyer,Minnow Trap,stickleback-unspecified,NA,NA,NA,NA,,,,,24,ID'ed and Released,,,,est. count; unspecified
South Mackey Pond,60.522313,-151.007562,,,South Mackey Pond,2023-09-15,Benjamin Meyer,Minnow Trap,stickleback-unspecified,NA,NA,NA,NA,,,,,24,ID'ed and Released,,,,est. count; unspecified
Clam Gulch Creek 1,60.239483,-151.400241,,,Clam Gulch Creek 1,2023-09-22,Benjamin Meyer,Minnow Trap,coho salmon,parr,NA,NA,NA,,,,,0,ID'ed and Released,,,,2 photos
Clam Gulch Creek 1,60.239483,-151.400241,,,Clam Gulch Creek 1,2023-09-22,Benjamin Meyer,Minnow Trap,coho salmon,parr,NA,NA,NA,,,,,0,ID'ed and Released,,,,2 photos
Clam Gulch Creek 1,60.239483,-151.400241,,,Clam Gulch Creek 1,2023-09-22,Benjamin Meyer,Minnow Trap,coho salmon,parr,NA,NA,NA,,,,,0,ID'ed and Released,,,,2 photos
Clam Gulch Creek 1,60.239483,-151.400241,,,Clam Gulch Creek 1,2023-09-22,Benjamin Meyer,Minnow Trap,coho salmon,parr,NA,NA,NA,,,,,0,ID'ed and Released,,,,2 photos
Clam Gulch Creek 1,60.239483,-151.400241,,,Clam Gulch Creek 1,2023-09-22,Benjamin Meyer,Minnow Trap,Dolly Varden,juvenile,NA,NA,NA,,,,,0,ID'ed and Released,,,,1 photo
Clam Gulch Creek 1,60.239483,-151.400241,,,Clam Gulch Creek 1,2023-09-22,Benjamin Meyer,Minnow Trap,coho salmon,parr,NA,NA,NA,,,,,2,ID'ed and Released,,,,1 photo
Clam Gulch Creek 1,60.239483,-151.400241,,,Clam Gulch Creek 1,2023-09-22,Benjamin Meyer,Minnow Trap,coho salmon,parr,NA,NA,NA,,,,,2,ID'ed and Released,,,,1 photo
Clam Gulch Creek 1,60.239483,-151.400241,,,Clam Gulch Creek 1,2023-09-22,Benjamin Meyer,Minnow Trap,coho salmon,parr,NA,NA,NA,,,,,1,ID'ed and Released,,,,
Clam Gulch Creek 1,60.239483,-151.400241,,,Clam Gulch Creek 1,2023-09-22,Benjamin Meyer,Minnow Trap,stickleback-unspecified,not recorded,NA,NA,NA,,,,,0,ID'ed and Released,,,,
Beaver Creek MT #10,60.61665,-151.092533,,,Beaver Creek MT #10,2023-09-27,Benjamin Meyer,Minnow Trap,coho salmon,parr,NA,NA,NA,,,,,1,ID'ed and Released,,,,"2 fish, 2 photo"
Beaver Creek MT #10,60.61665,-151.092533,,,Beaver Creek MT #10,2023-09-27,Benjamin Meyer,Minnow Trap,coho salmon,parr,NA,NA,NA,,,,,2,ID'ed and Released,,,,2 photo
Beaver Creek MT #10,60.61665,-151.092533,,,Beaver Creek MT #10,2023-09-27,Benjamin Meyer,Minnow Trap,ninespine stickleback,not recorded,NA,NA,NA,,,,,0,ID'ed and Released,,,,2 photo
Beaver Creek MT #10,60.61665,-151.092533,,,Beaver Creek MT #10,2023-09-27,Benjamin Meyer,Minnow Trap,coho salmon,parr,NA,NA,NA,,,,,1,ID'ed and Released,,,,
Beaver Creek MT #10,60.61665,-151.092533,,,Beaver Creek MT #10,2023-09-27,Benjamin Meyer,Minnow Trap,coho salmon,parr,NA,NA,NA,,,,,0,ID'ed and Released,,,,2 photo
Beaver Creek MT #10,60.61665,-151.092533,,,Beaver Creek MT #10,2023-09-27,Benjamin Meyer,Minnow Trap,ninespine stickleback,not recorded,NA,NA,NA,,,,,0,ID'ed and Released,,,,2 photo
Beaver Creek MT #10,60.61665,-151.092533,,,Beaver Creek MT #10,2023-09-27,Benjamin Meyer,Minnow Trap,sculpin-unspecified,not recorded,NA,NA,NA,,,,,0,ID'ed and Released,,,,1 photo
Beaver Creek MT #10,60.61665,-151.092533,,,Beaver Creek MT #10,2023-09-27,Benjamin Meyer,Minnow Trap,ninespine stickleback,not recorded,NA,NA,NA,,,,,0,ID'ed and Released,,,,1 photo
Beaver Creek MT #10,60.61665,-151.092533,,,Beaver Creek MT #10,2023-09-27,Benjamin Meyer,Minnow Trap,coho salmon,parr,NA,NA,NA,,,,,2,ID'ed and Released,,,,2 photo
Beaver Creek MT #10,60.61665,-151.092533,,,Beaver Creek MT #10,2023-09-27,Benjamin Meyer,Minnow Trap,ninespine stickleback,not recorded,NA,NA,NA,,,,,0,ID'ed and Released,,,,2 photo
Beaver Creek MT #10,60.61665,-151.092533,,,Beaver Creek MT #10,2023-09-27,Benjamin Meyer,Minnow Trap,coho salmon,parr,NA,NA,NA,,,,,0,ID'ed and Released,,,,
Beaver Creek MT #10,60.61665,-151.092533,,,Beaver Creek MT #10,2023-09-27,Benjamin Meyer,Minnow Trap,ninespine stickleback,not recorded,NA,NA,NA,,,,,1,ID'ed and Released,,,,
Beaver Creek MT #10,60.61665,-151.092533,,,Beaver Creek MT #10,2023-09-27,Benjamin Meyer,Minnow Trap,ninespine stickleback,not recorded,NA,NA,NA,,,,,0,ID'ed and Released,,,,
Beaver Creek MT #10,60.61665,-151.092533,,,Beaver Creek MT #10,2023-09-27,Benjamin Meyer,Minnow Trap,coho salmon,parr,NA,NA,NA,,,,,1,ID'ed and Released,,,,
Beaver Creek MT #10,60.61665,-151.092533,,,Beaver Creek MT #10,2023-09-27,Benjamin Meyer,Minnow Trap,coho salmon,parr,NA,NA,NA,,,,,0,ID'ed and Released,,,,
